owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00004566,PL 032.020,Charcuterie fine,Tilly,"R: Tilly; Assistant: Jean Jenny; BB: Tilly, Jean Corthésy; K: Jeannine Gonzales; Li: Benoît Delhomme","Michèle Gleizer; Juliette Brac, Roland Amstutz, Antoine Régent, Samuel Grilli",1993/94,21.04.1994,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004567,PL 032.021,La Conquête du Pôle sud,"Karge, Manfred",R: Stanislas Nordey; Assistant: Jean-Charles Dumay; BB: Emmanuel Clolus; K: Isabelle Suran; Li: Stéphanie Daniel; Régie générale: Rémi Claude,"Gérard Belliard, Massimo Bellini, Marc Bodnar, Magali Fouchault, Pierre Marello, Laurent Sauvage, Jean-Jacques Simonian, Virginie Volmann",1993/94,28.09.1993,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004568,PL 032.022,"Contes noirs, thé brûlant","Bolwes, Paul, Hedayat, Sedeq",R u BB u K: Eric Jeanmonod; Li: Jean-Philippe Roy; CH: Rossella Riccaboni; Coordination: Dominique Reichel,"Guillaume Arlaud, Nadia Arlaud, François Berthet, Christine Brotons, Bill Holden, Eric Jeanmonod, François Margot, Riana Rakotoarimanana, Rossella Riccaboni, Sandro Rossetti, Ammar Toumi, Claude Vuillemin",1993/94,12.10.1993,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004569,PL 032.023,La vie au-dessus et au dessous de 1000 mètres; Paroles et musique de Giovanna Marini,"Marini, Giovanna",M u Ltg.: Giovanna Marini,"Patrizia Bovi, Lucilla Galeazzi, Giovanna Marini, Patrizia Nasini",1993/94,02.11.1993,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004570,PL 032.024,John Gabriel Borkman; Adaptation et texte français de Michel Butel et Luc Bondy,"Ibsen, Henrik",R: Luc Bondy; BB: Eric Wonder; K: Béatrice Leppert; Li: André Diot; Conseiller artistique: Botho Strauss; M: Hans Peter Kuhn,"Michel Piccoli, Bulle Ogier; Nada Strancar, Roland Amstutz, Christiane Millet, Bernard Nissille, Christine Vouilloz",1993/94,30.11.1993,Stückplakat,"128,0 x 90.5 cm",Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004571,PL 032.025,"L'homme qui; Recherche théâtrale de Peter Brook, à partir du livre d'Oliver Sacks ""L'Homme qui prenait sa femme pour un chapeau""","Brook, Peter (d'après Oliver Sacks)",0,"Avec la collaboration de Marie-Héléne Estienne et des interprètes Maurice Bénichou, David Bennent, Sotigui Kouyate, Yoshi Oïda, Mahmoud Tabrizi-Zadeh (musique) et avec l'aide de Jean-Claude Carrière",1993/94,11.01.1994,Stückplakat,128.0 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004572,PL 032.026,"Pourquoi n'as tu rien dit, Desdémone? Texte français de Dominique Petit","Brückner, Christine",R: Denis Maillefer; Scénographie: Massimo Furlan; K: Anne-Marie Gonzalez; M: Nicolaï Schlup; Li: Rémy Monachon,Corinne Coderey,1988/89,22.11.1988,Stückplakat,128.0 x 90.5 cm,Siebdruck,Pierre Neumann,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004573,PL 032.027,Macbeth; Version française de Jean-Michel Déprats,"Shakespeare, William","R: Pierre Bauer; Scénographie: Octavian Dibrov; K: Octavian Dibrov; M: Maxime Favrod, Nicolaï Schlup","Corinne Coderey, Jacques Michel, William Jacques, Christian Robert-Charrue, Raoul Teuscher, Philippe Morand, Laurent Sandoz, Jean-René Clair, Mathieu Delmonté, Michel Fidanza, Roberto Betti, Jean Schlegel, Gilbert Divorne, Jacques Maeder, Elzbieta Jasinska, Pascale Vachoux, Florence Budaï, Mathias Glayre",1988/89,02.03.1989,Stückplakat,128.0 x 90.3 cm,Siebdruck,Pierre Neumann,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004574,PL 032.028,Le baiser de la veuve; Adaptation française de Eric Kahane,"Horowitz, Israel",R: Jean-Gabriel Chobaz; Dra: Joseph Voeffray; Scénographie: Noëlle Choquard; K: Noëlle Choquard,"Anne Vouilloz, Hubert Cudré, Jef Saintmartin",1988/89,07.03.1989,Stückplakat,128.0 x 90.3 cm,Siebdruck,,Imprimerie Herve Denereaz SA-Renens,,
spa:Audio,STS-Plakat00004575,PL 032.029,La grosse reine; Une comédie écrite par Jacques Ubertini,"Ubertini, Jacques","R: Jacques Ubertini; K: Sabine Margot; M: Claude Gaemperle, Jean-Paul Favre ","Mercédès Brawand, Stefan Weibel, Ramòn Cortès, Claude Gaemperle, Jean-Paul Favre, Marina Morard, Anne Jaton",1988/89,11.04.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,R.A.,,,Der rote Text wurde von hand eingefärbt
spa:Audio,STS-Plakat00004576,PL 032.030,La fontaine de J.M. Synge; Musique originale de Max Jendly,"Cardinal, Marie",R: Gisèle Sallin; Scénographie: Octavian Dibrov; K: Octavian Dibrov; Li: Rémy Monachon,"André Schmidt, Véronique Mermoud, Michel Grobéty, Marie Righetti, Anne-Cécile Moser, Jacques Maître, Ange Fragnière, Frédéric Martin, Catherine Kunz, Sylvaine Mantilleri, Miguel Fernandez",1988/89,25.04.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,Pierre Neumann,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004577,PL 032.031,Correspondance-Fetiche,"Kokoschka, Oskar","R: Sima Dakkus, Jacques Roman; BB: Roland Deville",,,,Stückplakat,128.0 X 90.5 cm,Siebdruck,Roland Witzig,Serigraphie Christian Krayer,,
spa:Audio,STS-Plakat00004578,PL 032.032,Marionnettes (Théâtres de) Festival,0,,,,,Veranstaltungsplakat,128.0 x 90.3 cm,Offsetdruck,Jean-Claude Issenmann,Imprimerie Bron SA. Lausanne,,
spa:Audio,STS-Plakat00004579,PL 032.033,Tns le palais de Justice,0,,,,,Stückplakat,125.0 x 84.0 cm,Siebdruck,,Serigraphie Atelier 2 A,,Mit einem Kleber. Présenté par le CDL au Théâtre Municipal/  mit einem Kleber
spa:Audio,STS-Plakat00004580,PL 032.034,La nuit des Assassins. Adaptation: Carlos Semprun,"Triana, José; Semprun, Carlos","R: Michel, Findanza; BB: Christophe de la Harpe",,1981/82,20.04.1982,Stückplakat,127.8 x 90.3 cm,Siebdruck,A-L Luisoni,,,
spa:Audio,STS-Plakat00004581,PL 032.035,Maison de poupée,"Ibsen, Henrik",R: André Faure; BB: u K: Frederic Robert ,,1981/82,16.03.1982,Stückplakat,128.0 x 90.5 cm,Siebdruck,"RogerPfund, JP Blanchoud",,,
spa:Audio,STS-Plakat00004582,PL 032.036,"La mort de Danton. Texte français: Jean Louis Besson, Jean Jourdheuil","Büchner, Georg; Besson, Jean Louis;  Jourdheuil, Jean",R: Hervé Loichemol; BB: Roland Deville; M: Jean-Marie Sénia,,,,Stückplakat,128.0 x 90.3 cm,Siebdruck,Jean Bosserdet,,,
spa:Audio,STS-Plakat00004583,PL 032.037,La dolce vita a cinq ans,0,,,,,Konzertplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004584,PL 032.038,Mille francs de récompense,"Hugo, Victor",R: Benno Besson; BB u K: Jean-Marc Stehlé; Li: Rémy Monachon,"Pascal Bongard, Jean-Noël Brouté, Paul Darzac, Mathieu Delmonté, Erick Desmarestz, Jean-Charles Fontana, Emmanuelle Ramu, Juliana Samarine, Nicolas Serreau, Jean-Marc Stehlé, Claude Vuillemin, Thomas Beimowski, José Espina, Olivier Lorétan, Peter Wilkinson",1989/90,08.03.1990,Stückplakat,128.0 x 90.5 cm,Siebdruck,Martine Waltzer,,,
spa:Audio,STS-Plakat00004585,PL 032.039,Frankenstein; Adaptation de Pip Simmons et Jean-Philippe Guerlais,"Shelley, Mary (d'après)",Co-Prod.: Orbe Théâtre-Paris; Pip Simmons Group; Maison de la culture de Bourges/ATN; Théâtre Vidy-Lausanne,"Helena Fransson, Oers Kisfaludy, Dany Poisson, Louis-Basile Samier, Jean-Philippe Guerlais",1989/90,14.11.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,Martine Waltzer,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004586,PL 032.040,Marionnettes. 3e Semaine Internationale en Pays Neuchâtelois 20.- 29.octobre 1989,00                                                                                 , ,,1989/90,20.10.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,"Mitwirkende Länder: URSS Pologne, Tschécoslovaquie, Portugal, Espagne, Italie, France, Pays-Bas, Suisse"
spa:Audio,STS-Plakat00004587,PL 032.041,La mission; Souvenir d'une révolution; Traduction française de Jean Jourdheuil et Heinz Schwarzinger (1.1),"Müller, Heiner",R: Matthias Langhoff; BB u K: Katrin Brack; Li: Rémy Monachon,"Ahmed Belbachir, François Berthet, Carlo Brandt, Francis Bouc, Robert Bouvier, Laurence Calame, Mathieu Chardet, François Chattot, Christiane Cohendy, Bernard Escalon, Jean-Michel Flagothier, Armen Godel, Jacques Maeder, Serge Merlin, Jacques Michel, Anne-Cécile Moser, Charlie Nelson, Gilles Privat, Jacques Probst, Jacques Roman, Martine Schambacher, Anne See",1989/90,15.09.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,K.Brack,,,"An einem Abend mit ""Au perroquet vert"""
spa:Audio,STS-Plakat00004588,PL 032.042,(La) Danse de mort,"Strindberg, August",R: Philippe Sireuil,"François Beukelaers, Nicole Valberg, Patrick Descamps",1989/90,23.05.1990,Stückplakat,128.0 x 90.3 cm,Siebdruck,F.C.,,,Théâtre Varia de Bruxelles
spa:Audio,STS-Plakat00004589,PL 032.043,"Mademoiselle Julie, (La) Danse de mort","Strindberg, August",R: Philippe Sireuil,"François Beukelaers, Nicole Valberg, Patrick Descamps",1989/90,23.05.1990,Stückplakat,128.0 x 90.3 cm,Siebdruck,,,,Théâtre Varia de Bruxelles
spa:Audio,STS-Plakat00004590,PL 032.044,"Mademoiselle Julie; Adaptation française de L. Calame, F. Chattot, M. Langhoff, P. Macasdar, N. Rudnitzky et M. Schambacher","Strindberg, August",R u BB: Matthias Langhoff; K: Conchita Salvador,"Laurence Calame, François Chattot, Martine Schambacher, Anne-Cécile Moser",1989/90,29.08.1989,Stückplakat,128.0 x 90.5 cm,Siebdruck,Martine Waltzer,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004591,PL 032.045,Au théâtre pour dix francs,0,,,1989/90,,Saisonplakat,128.0 x 90.5 cm,Siebdruck,Martine Waltzer,,,
spa:Audio,STS-Plakat00004592,PL 032.046,Au théâtre pour dix francs,0,,,1989/90,,Spielplanplakat,128.0 x 90.5 cm,Siebdruck,Martine Waltzer,,,Blancodruck [ohne schwarz]
spa:Audio,STS-Plakat00004593,PL 032.047,"Théâtre de Vidy, Abonnement  88-89",0,,,1988/89,,Saisonplakat,128.0 x 90.5 cm,Siebdruck,Pierre Neumann,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004594,PL 032.048,Le bonheur a encore frappé; Adaptation pour le théâtre de Marcela Salivarova Bideau,"Trotignon, Jean-Luc (selon un scénario de)",R: Marcela Salivarova; Scénogra_x0010_phie: Jean-Marc Stehlé; K: Jean-Marc Stehlé,"Jean-Luc Bideau, Michèle Brousse, Laurence Favre, Jean-Noël Brouté, Neige Dolsky, Françoise Frelat, Alfredo Gnasso, Fabienne Barraud, Jean-Charles Fontana, Laurence Amy",1988/89,27.09.1988,Stückplakat,128.0 x 90.5 cm,Siebdruck,Pierre Neumann,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004595,PL 032.049,Le petit prince; Adaptation de Gianni Schneider,"Saint-Exupéry, Antoine de",R: Gianni Schneider; Scénographie: Stefan Ernst; K: By Syrun; Li: Hervé Audibert; M: Jean-Philippe Héritier,"Marco Calamandrei, Jean-Luc Borgeat, Charles Calame, Florian Péquignot, Benjamin Wysmann, Suzanna Pattoni",1988/89,03.10.1988,Stückplakat,128.0 x 89.3 cm,Siebdruck ,Sabina,,,
spa:Audio,STS-Plakat00004596,PL 032.050,René Auberjonois,0,,,1994,27.08.1994,Ausstellungsplakat,128.0 x 90.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00004597,PL 032.051,"Ballet deTokyo. Le Sacre du Printemps, Variations “Don Giovanni“, Le Boléro","Strawinsky, Igor; Mozart, Wolfgang Amadeus; Ravel, Maurice; Béjart, Maurice",CH: Maurice Béjart;,,1993/94,14.11.1993,Stückplakat,128.0 x 90.5 cm,Siebdruck,D. Pichou,Serigraphie Albin Uldry,,Coproduction TML et BBL
spa:Audio,STS-Plakat00004598,PL 032.052,Véronique. Operette in 3 Akten von A. Vanloo und G. Duval.,"Messager, André",ML: Jean-François Monot; CL: René Falquet; R: Jacqueline Guy; BB u K: Michel Fresnay,,1984/85,18.04.1985,Stückplakat,128.0 x 90.5 cm,Siebdruck,Roland Graz,Triprint SA,,
spa:Audio,STS-Plakat00004599,PL 032.053,Cosi fan tutte [I]; Opéra buffa en deux actes; Livret de Lorenzo da Ponte,"Mozart, Wolfgang Amadeus","ML: Arpad Gerecz; CL: René Falquet; R: Jean-Claude Auvray, Alita Baldi; BB: Bernard Arnould",,1984/85,20.11.1984,Stückplakat,128.0 x 90.5 cm,Siebdruck,Roland Graz,Triprint SA,,
spa:Audio,STS-Plakat00004600,PL 032.054,Trisha Brown,0,0,,1984/85,17.10.1984,Stückplakat,128.0 x 90.3 cm,Siebdruck,Roland Graz,Triprint SA,,
spa:Audio,STS-Plakat00004601,PL 032.055,Prix de Lausanne 31 janvier et 1er février 1981. 9 ème concours international pour jeunes danseurs,0,,,1980/81,31.01.1981,Stückplakat,128.0 x  90.5 cm,Siebdruck,Adescap,,,
spa:Audio,STS-Plakat00004602,PL 032.056,Capitombola. Farce musicale.,00 (Compagnia Teatro Dimitri),R: Hans Peter Fitzi; M: Oliviero Giovannoni.,"Esther Rietschin, Joe Sebastian Fenner, Alberto Foletti.",1985/86,23.05.1986,Stückplakat,127.5 x 91.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004603,PL 032.057,Bérénice,"Racine, Jean",R: Philippe Mentha; BB: Christophe de la Harpe; K: Maritza Gligo.,"Maurice Garrel, Lise Ramu, Philippe Mentha, Pierre Ruegg, Jacques Amiryan, Huguette Maillard, Michel Moulin.",1985/86,19.02.1986,Stückplakat,128.0 x 91.3,Siebdruck,,,,
spa:Audio,STS-Plakat00004604,PL 032.058,Jamais la mer,"Probst, Jacques",R: Philippe Mentha; BB: Christophe de la Harpe; K: Maritza Gligo; M: Antoine Auberson et Philippe Héritier.,"Lise Ramu, Philippe Mentha, Maria Surdel, Stuart Blackie; Antoine Auberson et Philippe Héritier.",1985/86,16.04.1986,Stückplakat,128.0 x 91.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004605,PL 032.059,Amphitryon,"Molière (Jean-Baptiste Poquelin, dit) ",R: Philippe Mentha; BB: Christophe de la Harpe; K: Maritza Gligo.,"Jacques Amiryan, Lise Ramu, Philippe Mentha, Michel Cassagne, Juliana Samarine, Mathieu Chardet, Michel Fidanza, Klaus Jensen, Michel Moulin, Louis Yerly. ",1985/86,16.10.1985,Stückplakat,127.5 x 91.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004606,PL 032.060,Ma non fate stupidate,00 (Compagnia Teatro Dimitri),"R: Dimitri; M: Oliviero Giovannoni; Acrobatie: Szilard Szeleky; K: Dimitri, Nelly Aeby.","Esther Rietschin, Joe Sebastian Fenner, Alberto Foletti.",1984/85,28.12.1984,Stückplakat,127.5 x 88.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004607,PL 032.061,Moi!,"Labiche, Eugène; Edouard Martin",R: Benno Besson; BB u. K: Ezio Toffolutti.,"Philippe Mentha, Maurice Aufair, Claude Vuillemin, Pierre Banderet, Jacques Amiryan, Roland Sassi, Jacques Probst, Michel Moulin, Dominique Serreau, Lise Ramu, Juliana Samarine, Antoine Basler, Anna Crocco, Dominique Favre-Bulle, Michèle Wouters.",1984/85,01.11.1984,Stückplakat,128.0 x 90.5 cm,Siebdruck,,Couchoud SA Lausanne,,
spa:Audio,STS-Plakat00004608,PL 032.062,Hommage au théâtre,"Wyssbrod, Peter",R: Peter Wyssbrod,Peter Wyssbrod,1984/85,10.10.1984,Stückplakat,128.0 x 90.5 cm,Siebdruck,,Couchoud SA Lausanne,,A été repris en décembre 1996.
spa:Audio,STS-Plakat00004609,PL 032.063,Théâtre Kleber-Meleau Saison 1984-1985,0,,,1984/85,,Stückplakat,128.0 x 90.2 cm,Siebdruck,,Couchoud SA Lausanne,,
spa:Audio,STS-Plakat00004610,PL 032.064,Boulevard du Temple,00 (Compagnia Teatro Dimitri),R: Richard Weber;  Fond  musical: Walter Riedweg.,"Joe Sebastian Fenner, Alexander C.J. Gillert, Esther Rietschin, Samuel Rüegsegger, Anna Caterina Stolz.",1983/84,02.02.1984,Stückplakat,127.5 x 90.5 cm,Siebdruck / Offsetdruck; Illustration Dimitri [Das Dimitri-Plakat ist aufgeklebt],Dimitri,,,
spa:Audio,STS-Plakat00004611,PL 032.065,Krazy Kat. ,00 (d'après George Herriman),"Adaptation scénique, masques, BB: Eric Jeanmonod; Adapt. musicale: Christian Graf et François Berthet. ","Rossella Riccaboni, Simon Aeschimann, Sandro Rossetti, François Berthet (fait les voix), Christian Graf (musicien), Eric Jeanmonod, Aloys Lolo.",1987/88,26.12.1987,Stückplakat,129.3 x 91.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004612,PL 032.066,Dom Juan. Comédie.,"Molière (Jean-Baptiste Poquelin, dit)",R: Philippe Mentha; BB u. Li: Gilbert Maire; K: Ginette Garaix; M: Antoine Auberson.,"Philippe Mentha, François Chattot, Nathalie Lannuzel, Christian Gregori, Raoul Pastor, Claude Pasquier, Domingos Semedo, Martine Schambacher, Lise Ramu, Jef Saintmartin, Jean Natto, Ivan Gligo, Michel Fidanza, Gianni Kaeser. ",1987/88,21.10.1987,Stückplakat,127.8 x 90.3 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004613,PL 032.067,Le Gardien. Traduction: Eric Kahane.,"Pinter, Harold",R: Philippe Mentha; BB: Christophe de la Harpe; Li: Gilbert Maire.,R: Philippe Mentha; BB: Christophe de la Harpe; Li: Gilbert Maire.,1986/87,22.04.1987,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004614,PL 032.068,"Elisabeth, manque de pot: une femme. Traduction: Valéria Tasca. Adaptation: Philippe Mentha.","Fo, Dario",R: Philippe Mentha; BB: Gilbert Maire; K: Ginette Garaix.,"Lise Ramu, Katy Grandi, Philippe Mentha, Gilbert Divorne, Blaise Gabioud, Michel Moulin, Christophe Nicolas, Yves Besson, Cédric Rauber.",1986/87,27.02.1987,Stückplakat,128.0 x 90.3 cm,Siebdruck,Nada Stauber-Kassis,,,
spa:Audio,STS-Plakat00004615,PL 032.069,Dans son Spectacle <<Teatro>> retour de Dimitri,Dimitri,0,,1986/87,21.01.1987,Stückplakat,127.5 x 90.3,Siebdruck,,,,
spa:Audio,STS-Plakat00004616,PL 032.070,Troisième Edition,"Silvant, François",0,François Silvant,1986/87,26.12.1986,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004617,PL 032.071,Le Malade imaginaire. Comédie en 3 actes.,"Molière (Jean-Baptiste Poquelin, dit)","R: Philippe Mentha; BB: Gilbert Maire; K: Conchita Salvador, Verena Gimmel; Masques: Werner Strub; M: Antoine Auberson; Li: Gilbert Maire, Christian Michaud.","Philippe Mentha, Juliana Samarine, Isabelle Maurice, Philippe Mathey, Sibylle Racine ou Justine Rosselet (en alternance), Lise Ramu, Pierre Ruegg, Mathieu Chardet, André Schmidt, Christophe Nicolas, Ivan Gligo, Agnès Decrousaz, Philippe Krhajac, Marie-Christine Epiney.",1986/87,22.10.1986,Stückplakat,128.0 x 90.5 cm,Siebdruck,Nada Stauber-Kassis,,,
spa:Audio,STS-Plakat00004618,PL 032.072,Théâtre Kléber-Méleau. Abonnement 5 spectacles,0,,,1986/87,,Saisonplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004619,PL 032.073,Le retour au désert,"Koltès, Bernard-Marie","R: Philippe Mentha; BB: Gilbert Maire; K: Conchita Salvador; Li: Cédric Rauber, Jacques Sprunger.","Lise Ramu, Roland Sassi, Juan-Antonio Crespillo, Nalini Selvadoray, Jacques Probst, Luce Marc, Raoul Teuscher, Janine Michel, Emmanuelle Ramu, Paul Darzac, Philippe Mentha, Mathieu Chardet, Boubacar Samb, Jacques Amiryan.",1992/93,20.01.1993,Stückplakat,128.0 x 90.5 cm,Siebdruck,Pao Graphic Montreux/ Lausnne,,,
spa:Audio,STS-Plakat00004620,PL 032.074,L'Ecole des Femmes,"Molière, Jean-Baptiste Poquelin dit","R: Philippe Mentha; BB: Louis Yerly; K: Conchita Salvador; M: Gaspard Glaus; Li: Cédric Rauber, Jacques Sprunger.","Philippe Mentha, Emmanuelle Ricci, Giancarlo Speranza, Claude Vuillemin, Neige Dolsky, Mathieu Chardet, Domingos Semedo, Roland Sassi, Bernard Junod, Yves Besson.",1992/93,01.10.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004621,PL 032.075,Le Puits des Saints,"Synge, John Millington",R: Bruce Myers; BB: Gilbert Maire.  ,"Lise Ramu, Corinne Jaber, Alicia Devine, Anne-Laure Luisoni, Juan Antonio Crespillo, Gilles Durand, Jean-Claude Perrin, Jean-Marie Daunas, Bruce Myers.",1991/92,29.04.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004622,PL 032.076,Le Café. Traduction: Jean-François Poirier.,"Fassbinder, Rainer Werner (d'après Goldoni)","BB: Christophe de la Harpe; K: Conchita Salvador; R: Philippe Mentha; Li: Gilbert Maire, Cédric Rauber.","Mathieu Chardet, Jacques Amiryan, Philippe Mentha, Neige Dolsky, Pierre Dubey, Alfredo Gnasso, Yves Besson, Lise Ramu, Juan Antonio Crespillo, Juliana Samarine, Michel Fidanza, Emmanuelle Ricci.",1991/92,12.02.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004623,PL 032.077,Raspoutine,"Lachère, Monique",R: Georges Wod-Wodzicki; BB: Ezio Frigerio; K: Franca Squarciapino; Li: Bruno Boyer.,"Jeanne Colletin, Elena Noverraz, Yves Mahieu, Georges Wod, Vanessa Larré, Baptiste Guye, Gianni Notaro, Maurice Aufair, Raoul Pastor, Jean Fuller, Jean Turlier, Christian Gregori, Raphaël Simonet, Claire Dominique, Liana-Paula Lungu, Véronique Mattana, Roberto Bestazzoni, Isabelle Rémy, Jean-Christophe Malan et les musiciens: Joe Stupin (accordéon), Pavel Pesta (contrebasse), Andrzej Marcinkowski (violon).  ",1991/92,20.11.1991,Stückplakat,_x0010_128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004624,PL 032.078,Un parfum de fleurs,"Saunders, James","R: Philippe Mentha; BB: Christophe de la Harpe; K: Thuy Kraehenbuehl, Marijo Roniger; Li: Gilbert Maire, Christian Michaud.         ","Claire Fayolle, Michel Cassagne, Tshib's Tshibamba, Raoul Pastor, André Schmidt, Armand Abplanalp, Lise Ramu, Philippe Mentha.",1990/91,20.04.1991,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004625,PL 032.079,Oncle Vania,"Tschechow, Anton",R: Philippe Mentha; BB: Christophe de la Harpe.,"Michel Cassagne, Jacques Amiryan, Nalini Selvadoray, Juliana Samarine, Philippe Mentha, Neige Dolsky.",1990/91,20.02.1991,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,"Sur la ""Handzettel"", la 1e est annoncée pour le 18 février."
spa:Audio,STS-Plakat00004626,PL 032.080,Maître Puntila et son valet Matti. Comédie. Traduction: Michel Cadot.,"Brecht, Bertolt","M: Paul Dessau; R: Philippe Mentha; BB: Gilbert Maire; Li: Gilbert Maire, Christian Michaud.","Jacqueline Burnand, Nicole Calame, Didier Carrier, Paul Darzac, Gilbert Divorne, Fabienne Guelpa, Thierry Hugon, Anne-Laure Julien, Louis Marney, Bérengère Mastrangelo, Philippe Mentha, Isabelle Pfeiffer, Lise Ramu, Emmanuelle Ricci, Domingos Semedo, Roland Vouilloz, avec Yves Besson, Gilbert Maire, Cédric Rauber, Gianni Kaeser. L'Accordéoniste : Daniel Perrin. Les Guitaristes (en alternance): François Allaz et Christian Neeser.  ",1990/91,22.10.1990,Stückplakat,128.0 x 90.5 cm,Siebdruck,,,,
