owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000218,Schweizer Kammeroper (SKOP) (Kammer-Oper Basel),"Reber, Samuel",o.O. (Ursprung: Basel),Basel: Kammeroper Basel,BS,,,,a,,,,,1 C,1955-1957 / 1998
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000219,Sentire (Theater),"Hunzinger, Karin + Bühler, Claude",Basel,Basel,BS,,,,a, (noch existent?),,,,1 C,1992-(2000)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000220,"Sinfonieorchester Basel (Sinfonie Orchester Basel, Sinfonie-Orchester Basel, Basler Sinfonierorchester)",-0,Basel,Basel Sinfonie-Orchester,BS,,,,a,,,,,1 C,"1973, 2001-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000221,Spieldose <Strassenvariété>,"Schoenauer, David",Basel?,Basel,BS,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000222,Sprachhaus M,"Löwe, Sandra + Hunziker, Cornelius + Ackermann, Jules + Schultz-Kraft, Ofelia + Wojnicz, Andrzej",Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000223,Stage office (Stageoffice) ,"Graber, Michael E. + Franz, Franziska",Basel,Basel,BS,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000224,Starcrossedlovers,"Rickstuhl, Florence + Purnell, Ian + Aerni, Martin + Schäppi, Lea + Grüninger, Nico",Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000225,Statt-Theater,"Geiger, Kaspar",Basel,Basel,BS,,,,a,?,,,,1 C,1988 / 2007-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000226,Syrinx Dance Company,?,Basel,Basel,BS,,,,na,1982-?,,,,1 C,1982-(1985)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000227,Szene 90 (Orchester- und Theatergesellschaft),-0,Basel,Basel,BS,,,,na,?,,,,1 C,(1992)-(1994)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000228,Tabea Martin,"Martin, Tabea",Basel,"Martin, Tabea",BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000229,Teatro Arcimboldo,"Hirsch, Thilo",Basel,Basel,BS,,,,a,?,Teatro Amoroso,,,1 C,2004 / 2008
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000230,Talem Theater,"Farré, Maurici + Ackermann, Ueli + Baumann, Raphale + Hauert, Sibylle + Pergoletti, Grazia",Basel,Basel,BS,,,,na,1997,,,,1 C,1997
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000231,The Bianca Story (Band),,Basel,Basel,BS,,,,a,,,,,1 C,2013-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000232,The Carthage Collective,-0,Basel?,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000233,The Glue (A Cappella Music),"Beermann, Gregor + Clalüna, Tumasch + Göttin, Jonas + Moor, Michael + Rudin, Oliver",Basel,Basel,BS,,KTV,,a,?,,,,1 C,2005-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000234,Theater der Jugend (Genossenschaft),"Cibolini, Renato u.a.",Basel,Basel,BS,,,,na,1968-),,,,1 C,1968-(1969)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000235,Theater für Kinder,-0,Basel,Basel,BS,,,,na,1974,,,,1 C,1974
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000236,Theater Mobil Dick,?,Basel,Basel,BS,,,,na,1989-?,,,,1 C,1989-(1992)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000237,Theater „O“ (noch existent?),"Inauen, Regula + Kaufmann, Martin",Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000238,Theater oblige,"Tschan, Patrick u.a.",Basel,Basel,BS,,,,na,?,,,,1 C,1987 / 1990
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000239,Theater Abraxas ,"Schild, Enrico + Feigenwinter, Daniela + Gerster, Oliver",Basel," Basel (z.T. auch unter Luzern, bereinigen)",BS/BE,,,,a,2003?- (noch existent?),,,,1 C,2003
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000240,Theater Arlecchino <mit eigener Spielstätte>,-0,Basel,Basel,BS,,KTV,,a,1998-,,,,1 C,1998-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000241,theater etc.,"Wey, Serena + Dalcher, Heini","Basel (Sissach, früher Zunzgen)",Basel,BS,,,,a,1991-,,,,1 C,1991-(2011)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000242,Theater Frosio,"Meyer, Adrian + Frosio, Alexandra + Truttmann, Thomy",Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000243,Theater Imbal,"Federspiel, Claudia",Basel,"Basel, auch unter: Federspiel",BS,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000244,Theater Liberté,"Bossart, Sylvia u.a.",Basel,Basel,BS,,,,a,,,,,1 C,1993 / 1995 / 1999-(2003)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000245,Theater Mapri,"Sager, Priska",Basel,Basel,BS,,,,a,2001-2013,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000246,Theater Marat/Sade,"Krattiger, Tino + Stehle, Reinhardt",Basel,Basel,BS,,,,na,1982-?,,,,1 C,1982-(1999)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000247,Theater Nil (Insieme Basel),-0,Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000248,Theater Puravida,"Bischofberger, Claudia + Vogel, Eliane + Schöni, Regula",Basel,Basel,BS,,KTV,,a,1997-,,,,1 C,1997-(2007)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000249,"Theater ""t""","Federspiel, Claudia",Basel,"Federspiel, Claudia",BS,,,,na,?,,,,1 C,1992
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000250,Theater Tachles,"Augustin, Isabel + Pflugi, Elisabeth (Elsi)",Basel,Basel,BS,,,,na,1992-?,,,,1 C,1992-(1993)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000251,Theater vor dem Mond,"Schädler, Sabine + Walde, Kathrin u.a",Basel?,Basel,BS,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000252,Theater XL,"Kelm-Wirth, Karin + Bitterli, Denis",Basel,Basel,BS,,,,a,2001-,,,,1 C,2001-(2012)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000253,Theater XXXL Das Inspirationstheater,"Federspiel, Claudia + Schweizer, René",Basel,Basel,BS,,,,na,2005,,,,1 C,2005
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000254,Theater Zora,-0,Basel,Basel,BS,,,,a,?,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000255,Theater zur Zeit,?,Basel,Basel,BS,,,,na,?,,,,1 C,1988
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000256,Theaterbaustelle ,-0,Basel,Basel,BS,,,,a,(noch existent?),,,,1 C,1999
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000257,Theaterbühne Schweiz ,,Basel?,Basel,BS,,,,a,(noch existent?),,,,1 C,2004
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000258,"Theatergruppe ""Spinnzest kommt""",?,Basel,Basel,BS,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000259,Theaterkabarett Birkenmeier,"Birkenmeier, Sibylle + Birkenmeier, Michael",Basel,"Birkenmeier, Sibylle",BS,,KTV,,a,,"Theaterkabarett Birkenmeier-Vogt, Birkenmeier-Vogtfören",,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000260,Theaterpuff,?,Basel,Basel,BS,,,,na,?,,,,1 C,1992
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000261,theatertheater edelgrau,?,Basel,Basel,BS,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000262,Thorgevsky & Wiener,"Thorgevsky, Maria + Wiener, Dan",Basel,"Wiener, Dan",BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000263,TLÖN,?,Basel,Basel,BS,,,,na,?,,,,1 C,2006
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000264,touche ma bouche,"Buser, Daniel + Suter, Roland",Basel,Kabarett: Basel,BS,,KTV,,a,?,,,,1 C,1997-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000265,Trio IKS ,"Imsweiler, Gerd + Kappeler, Ueli + Studer, Michael",Basel,Basel,BS,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000266,Trouba-Tour de Bâle,"Heiniger, Markus + Born, Aernschd + Dr. Glood",Basel,Basel,BS,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000267,Truppe der Gegenwart,"Vaucher, Charles Ferdinand u.a.",Basel,Basel,BS,,,,na,,,,,,
