owl:Class,dct:identifier,schema:name,ex:Art,ex:TheaterKlassifikation,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:Rep,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000422,"Arsenic Centre d'art scénique contemporain (Théâtre Arsenic, L'Arsenic)",P G,TFS,Lausanne,Lausanne: Arsenic,VD,,Corodis    Premio,a,r,,Centre d'art scénique,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000423,"Café Littéraire ""Guet"" <Spielstätte>",?,x,Lausanne,Lausanne,VD,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000424,"Casino de Montbenon (Salle Paderewski, La Salle des Fètes)",G kein aktiver Veranstalter,GGH spez,Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000425,Caveau de l'Echandole,?,x,Lausanne,Lausanne,VD,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000426,Cazard <Spielstätte>,?,x,Lausanne,Lausanne,VD,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000427,CPO (Centre Pluriculturel et social dOuchy),G,RKT,Lausanne (Ouchy),Lausanne: CPO/Croix d'Ouchy,VD,,Corodis   KTV,a,,,Centre paroissial d'Ouchy,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000428,Espace Culturel des Terreaux (Centre Chapelle des Terreaux),G,RKZ,Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000429,Esprit Frappeur,G,"??? (v.a. Chanson, selten VOK)",Lutry,Lausanne,VD,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000430,La Belle Epoque <Spielstätte>,G,x,Lausanne,Lausanane,VD,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000431,Le Lido Comedy & Club,G,VOK,Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000432,Le Petit Théâtre,P G KITH,STK,Lausanne,Lausanne,VD,,SBV Corodis   Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000433,Les Faux-Nez (Cabaret-Théâtre) (Compagnie des Faux Nez),G,x,Lausanne,Lausanne,VD,,x,na,,1973-1994,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000434,Opéra de Lausanne (L'Opéra) (inkl. Träger: Fondation de l'Opéra de Lausanne),E,GST,Lausanne,Lausanne,VD,,SBV,a,r,,"TML-Opéra (Théâtre Municipal de Lausanne), Grand Théâtre de Lausanne, Théâtre de Lausanne, ""Théâtre de Georgette""",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000435,Métropole <Wiedereröffnung Herbst 2015>,G,GGH spez,Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000436,Pulloff Théâtres,G,TFS,Lausanne,Lausanne,VD,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000437,Théâtre 2.21,G,"RKT, TFS",Lausanne,Lausanne,VD,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000438,Théâtre de Beaulieu (Palais de Beaulieu),G kein aktiver Veranstalter,GGH spez,Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000439,Théâtre Boulimie <früher auch: Gruppe),G P,"KTE, VOK",Lausanne,Lausanne,VD,,SBV      KTV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000440,Théâtre de Marionnettes de Lausanne,P G PUTH,STP,Lausanne,Lausanne (früher auch unter: Lausanne: l'Aula du Collège des Bergières),VD,,KTV Unima,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000441,Théâtre du Lapin-Vert,,x,Lausanne,Lausanne,VD,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000442,Théâtre du Petit-Chêne,P,x,Lausanne,Lausanne,VD,,,na,,1953-1959,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000443,Théâtre du Vide-poche (théâtre du vide poche) (TVP),P G,"ATV, FTS???",Lausanne,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000444,Théâtre Kléber-Méleau (TKM),P G,"KTE, TFS",Renens,Lausanne,VD,,SBV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000445,Théâtre La Grange de Dorigny,G,TFS,Lausanne (Dorigny),Lausanne,VD,,Corodis    KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000446,Théâtre Les Trois Coups,P G,x,Lausanne,Lausanne,VD,,x,na,,1871-1985,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000447,Théâtre Sévelin 36 (inkl. Les Printemps de Sévelin) <Spielstätte von Compagnie Philippe Saire>,G,STT,Lausanne,Lausanne,VD,,Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000448,"Théâtre Vidy-Lausanne (Spielstätten: La Passerelle de Vidy, Salle René Gonzalez, Salle Charles Apothéloz, Le Chapiteau)",P G,"GST, GGH, TFS",Lausanne,Lausanne,VD,,SBV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000449,Chössi Theater (inkl. Gofechössi),G P,VOK,Lichtensteig,Wattwil,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000450,Kleintheater (Altes Zeughaus),G,RKT,Liestal,Liestal,BL,,-0,na,,,,,,6 R,(1975)-(2001),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000451,Kulturraum Kulturscheune Liestal,G,RKT,Liestal,Liestal,BL,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000452,Theater Palazzo (im: Kulturhaus Palazzo),G,RKT,Liestal,Liestal <eigene Ablage>,BL,,KTV,a,,1979-,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000453,Ziegelhof (IG Kulturraum Ziegelhof),IM AUFBAU,RKT,Liestal,Liestal,BL,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000454,Kulturmühle Lützelflüh,G,RKT,Lützelflüh,Lützelflüh,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000455,Palexpo Fevi,G kein aktiver Veranstalter,GGH spez,Locarno,Locarno: Palazetto Fevi,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000456,Teatro di Locarno,G,GGH,Locarno,Locarno,TI,,x,a,,,Teatro Sociale di Locarno,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000457,Teatro Paravento (Compagnia Teatro Paravento),P G,"KTE spez, RKT, TFS",Locarno,Locarno,TI,,TASI       Assitej    KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000458,La Fabbrica,G,RKZ,Losone,Losone,Ti,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000459,il cortile <Spielstätte von e.s. teatro>,P G,"KTE spez, RKT, TFS",Lugano (Viganello),Lugano: e.s. teatro,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000460,"LAC (Lugano Arte e Cultura)(noch nicht in Betrieb, 2015)",G IM AUFBAU,GGH,Lugano,Lugano,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000461,Palagiaccio Resega,G,x,Lugano,Lugano,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000462,Palazzo dei Congressi (Palacongressi) <Spielstätte von LuganoInScena>,G kein aktiver Veranstalter,GGH spez,Lugano,Lugano,TI,,x,a,,,Sala anfiteatrale del Palazzo dei congressi di Lugano,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000463,Teatro Panzinis Zircus,,,Lugano,Lugano,Ti,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000464,Teatro Cittadella (Cinema Teatro Cittadella) <Spielstätte von LuganoInScena>,G kein aktiver Veranstalter,GGH spez,Lugano,Lugano,TI,,x,a,,-2015,,,,,-2015,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000465,Teatro Foce (Studio Foce) (Nuovo Studi Foce),G,RKT,Lugano,Lugano,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000466,Teatro Kursaal (Apollo),G,x,Lugano,Lugano,Ti,,x,na,r,1939-1976,"Teatro Sociale di Piazza Bandoria, Teatro Rossini, Teatro Apollo",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000467,Teatro Pan <Spielstätte von: Compagnia Teatro Pan>,P G,"KTE spez, RKT",Lugano,Lugano,TI,,assitej TASI        KTV,a,,,Teatro Panzinis Zirkus,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000468,Boa Kulturzentrum,G,x,Luzern,Luzern,LU,,x,na,,1989-?,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000469,KKL Kultur- und Kongresszentrum Luzern,G,GGH spez,Luzern,Luzern,LU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000470,Kleintheater Luzern,G,"RKT, TFS",Luzern,Luzern,LU,,KTV     Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000471,"Luzerner Theater (Spielstätten: Luzerner Theater, UG, Südpol Foyer. Box, Figurentheater, Werkstätten Luzerner Theater, Theater Pavillon) (inkl. Tanz Luzerner Theater) (inkl. Figurentheater Luzerner Theater)(inkl. Salle modulable) (inkl. Träger: Stiftung Luzerner Theater)",E,GST,Luzern,Luzern,LU,,SBV,a,r,,"Stadt-Theater Luzern, Stadttheater Luzern (inkl. Luzerner Puppentheater im Luzerner Theater)",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000472,Südpol <auch Spielstätte des Luzerner Theaters>,P G,TFS,Kriens,Luzern,LU,,Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000473,Théâtre La Fourmi,G,"(RKT, STK, Gourmettheater)",Luzern,Luzern,LU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000474,"Theater Pavillon Luzern <Spielstätte von Luzerner Spielleute, Voralpentheater u.a.>",G,"ATV, RKT",Luzern,Luzern,LU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000475,Bühne Marbach,G,RKT,Marbach,Marbach,LU,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000476,Centre de Loisirs et Culture (CLCM),G,RKZ,Martigny,Martigny,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000477,Théâtre Alambic (Théâtre de l'Alambic),G,"GGH, RKT, TFS",Martigny,Martigny,VS,,"Corodis, KTV",a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000478,ARTick (Schlössli Mattstetten),G,VOK,Mattstetten,Mattstetten,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000479,Kleintheater Mühle (Theatersaal Mühle),G kein aktiver Veranstalter,RKT,Maur,Maur,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000480,Altes Kino Mels,G,"ATV, RKT",Mels,Mels <Eigenproduktionen>,SG,,assitej  KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000481,Bühne Rössli,G,"ATV, RKT",Mettmenstetten,Mettmenstetten,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000482,Théâtre du Jorat,G,GGH,Mézières VD,Mézières VD,VD,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000483,Théâtre Forum Meyrin <auch Spielstätte von: Cie Alias und Cie STT>,G,"GGH, TFS",Meyrin,Genève,GE,,Corodis KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000484,Gasthaus Rössli,G,RKT,Mogelsberg,Mogelsberg,SG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000485,La Bavette (Ptit théâtre de la Vièze),G,"RKT, TFS",Monthey,Monthey,VS,,assitej,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000486,Théâtre du Crochetan,G,GGH,Monthey,Monthey,VS,,Corodis   KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000487,Centre des Congrès (neuer Name: Montreux Music & Convention Centre 2m2c)  (inkl.  Auditorium Stravinski),G,x,Montreux,"Montreux: Auditorium Stravinski, Centre des Congrès, MC3)",VD,,x,a,,,MC3,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000488,Théâtre de l'Alcazar <z.Z. noch in Renovation nach Brand>,G,x,Montreux (-Territet),Montreux,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000489,Théâtre Montreux-Riviera (TMR),P G,RKT,Montreux,Montreux,VD,,x,a,,,"Théâtre du Vieux Quartier (TVQ), inkl. Centre Dramatique Chablais-Riviera (CDCR / C.D.C.R.)",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000490,Casino de Morges,G,RKT,Morges,Morges,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000491,Théâtre de Beausobre,G,GGH,Morges,Morges,VD,,Corodis assitej,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000492,Théâtre Trois P'tits Tours (TPT) <Spielstätte Compagnie Trois P'tits Tours>,P G,"ATV, RKT",Morges,Morges,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000493,Grande Salle de la Douane,G,GGH,Moudon,Moudon,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000494,Théâtre de la Corde (Le Grenier),G,RKT,Moudon,Moudon,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000495,"Centre Culturel de la Prévôté (CCP) (Salle de Chantemerle, Salle des Sociétés, Collégiale St. Germain, Stand)",G,RKZ,Moutier,Moutier,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000496,Alti Moschti,G,RKT,Mühleturnen,Mühleturnen,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000497,Bären Buchsi,G,(VOK),Münchenbuchsee,Münchenbuchsee,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000498,Psychiatrische Klinik Münsterlingen (PKM),G,RKT,Münsterlingen,Münsterlingen,TG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000499,Kellertheater Murten,P G,"ATV, RKT",Murten,Murten,FR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000500,Kulturzentrum im Beaulieupark (KiB),G,RKZ,Murten,Murten,FR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000501,Forum Mont-Noble,G,Sommertheater???,Nax,Nax,VS,,,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000502,Cabaret-Théâtre du Pommier,?,x,Neuchâtel,Neuchâtel,NE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000503,CCN  Théâtre du Pommier (Centre Cuturel Neuchâtelois)(inkl. Théâtre de la Case),G,"ATV, GGH, RKT",Neuchâtel,Neuchâtel: CCN,NE,,Corodis    KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000504,"Théâtre du Concert (TdC) (inkl. Träger: Maison du Concert) (compagnies résidentes: Cie Tamara Gvosdenovic, Les Mondes Transversaux, Overtones, Tape'nads Danse, Théâtre à tous les étages)",P G (auch Eigenprod.),TFS,Neuchâtel,Neuchâtel,NE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000505,Théâtre de la Poudrière,P G PUTH,STP,Neuchâtel,Neuchâtel,NE,,assitej       KTV Unima,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000506,Théâtre du passage,G P,"GGH, TFS",Neuchâtel,Neuchâtel,NE,,Corodis    Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000507,"Kino-Theater Central, Kinotheater Central",G P,RKT,Neuhausen,Neuhausen,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000508,Trottentheater,G,RKT,Neuhausen am Rheinfall,Neuhausen am Rheinfall,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000509,Kultur Kreuz Nidau,G,RKT,Nidau,Nidau,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000510,Cholechäller,G,RKT,Niederlenz,Niederlenz,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000511,Funambule (Théâtre du Funambule),G,RKT ??? <z.Z. geschlossen>,Nyon,Nyon,VD,,x,a,,,Café-Théâtre Funambule,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000512,Théâtre de Marens (Aula de Nyon-Marens),G,RKT???,Nyon,Nyon,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000513,Usine à Gaz,G,"GGH, RKZ, TFS",Nyon,Nyon,VD,,Corodis   KTV,a,,,Ancienne usine à gaz de Nyon,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000514,Dachbühne Klösterli (Klösterli Oberhofen) (Klösterli-Bühne),G,VOK,Oberhofen,Oberhofen: Klösterli-Bühne,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000515,Kukuk 15 (Zum Kukuk),G,RKT,Oberkulm,Obekulm,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000516,Aula Unterboden,G,RKT,Obersiggenthal,Obersiggenthal,AG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000517,Bienken-Saal (Bienkensaal),G kein aktiver Veranstalter,???,Oensingen,Oensingen,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000518,Stadttheater Olten (inkl. Konzertsaal Olten),G,GGH,Olten,Olten,SO,,Inthega,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000519,Schwager Theater (Schwager Institut) (inkl. dito Kommunikationstheatergruppe),P G,"KTE spez, VOK",Olten,Olten,SO,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000520,Theaterstudio Olten,G,VOK,Olten,Olten,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000521,Kulturzentrum Schützi Olten (Schützi),G,RKZ,Olten,Olten,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000522,Theater a Zielemp,,x,Olten,Olten,SO,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000523,Kleintheater Mettlen,G,VOK,Opfikon(-Glattbrugg),Opfikon(-Glattbrugg),ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000524,Théâtre de la Tournelle,G,"RKT, TFS",Orbe,Orbe,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000525,Le Silver Club,G P,STK,Payerne,Payerne,VD,,x,a,,2015-,,,,,2015-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000526,Théâtre HameauZarts (Hameau Zarts),G,RKT,Payerne,Payerne,FR,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000527,Théâtre le Beaulieu,G,RKT,Payerne,Payerne,FR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000528,Rex (Kino Rex),G,RKT,Pfäffikon ZH,Pfäffikon ZH,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000529,"Centre Culturel du District de Porrentruy (CCDP) (Salle de L'Inter, Salle des Hospitalières, Salle du Séminaire)",G,RKZ,Porrentruy,Porrentruy,JU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000530,Café-Théâtre de la Voirie (Théâtre de la Voirie),G,RKT,Pully,Pully,VD,,,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000531,Théâtre de lOctogone,G,"GGH, STT",Pully,Pully,VD,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000532,Alte Fabrik,G,RKZ,Rapperswil SG,Rapperswil SG,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000533,Kreuz - Kultur und Gastlichkeit,G,GGH,Rapperswil-Jona SG (Jona),Rapperswil SG,SG,,Inthega,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000534,Lumière Kleintheater,G,RKT,Rebstein,Rebstein,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000535,Le Théâtre de l'Atelier <Spielstätte von: Les Tréteaux d'Orval>,G P ,"ATV, RKT",Reconvilier,Reconvilier,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000536,Saalbau Reinach,G,GGH,Reinach AG,Reinach AG,AG,,Inthega,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000537,TaB Theater am Bahnhof ,G  PAMATH,"ATV, RKT",Reinach AG,Reinach AG <Eigenproduktionen  ZSV>,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000538,Théâtre Contexte Silo,G,"RKT, TFS",Renens,Lausanne,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000539,"Stadttheater Rheinfelden (Theater in der ehemaligen Kapuzinerkirche, Salmensaal, Bahnhofsaal)",G,x,Rheinfelden,Rheinfelden,AG,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000540,Vidondée Centre Culturel de la Vidondée,G,RKT,Riddes,Riddes,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000541,Auenhalle,G,x,Rohr AG,Aarau (Sammelcouvert),AG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000542,Casino Théâtre de Rolle,P G,"RKT, TFS",Rolle,Rolle,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000543,Rosey Concert Hall,G,Grosse Konzert Säle,Rolle,Rolles,VD,,x,a,,,,,,,,auch Theaterveranstaltungen
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000544,Aula Kantonsschule Romanshorn,G,RKT,Romanshorn,Romanshorn,SG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000545,Aula Rebsamen (Primarschule),G,RKT,Romanshorn,Romanshorn,SG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000546,Bicubic,G,RKT,Romont,Romont,FR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000547,Stiftung Märtplatz,G,RKT,Rorbas,Rorbas,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000548,Stadthof,G kein aktiver Veranstalter,???,Rorschach,Rorschach,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000549,Humanus-Haus (Humanunshaus),G,???,Rubigen,Rubigen,BE,,x,a,,,,,,,,
