owl:Class,dct:identifier,spa:accessionNumber,ex:SignaturAlt_CabaretArchiv,schema:name,schema:genre,schema:author,eclap:director,schema:performer,schema:productionCompany,ex:Jahr,ex:Referenz,schema:duration,schema:comment,ex:Anzahl,ex:Lieferant,ex:Schlagwort,ex:Art
spa:Audio,STS-Audio00001106,LP 004,,Emil - Geschichten die das Leben schrieb 1. Teil (In Zusammenarbeit mit Franz Hohler); Seite A: 1. In der Buchhandlung ; 2. Der Vereinskassier ; 3. Der Kinderwagen; 4. Kiosk I ; 5. Zwischenmusik; Seite B: 1. Der Telegrafenbeamte ; 2. Im Verkehrshaus ; 3. Kiosk II ; 4. Der Putzer (Schlussequenz) ,"K, CH","Steinberger, Emil (""Emil""); (Hohler, Franz)",0,Emil Steinberger,"(Aufnahme Studio Radio Bern, 23. 8. 1970)",1970,Zytglogge zyt 103,,,1,CS/Flohmarkt Genf,Kabarett,kommerziell
spa:Audio,STS-Audio00001107,LP 005,,Emil en français,"K, CH","Steinberger, Emil (""Emil"")",0,Emil Steinberger,"Live im théâtre"" Boulimie"", Lausanne; Februar 1983",1983,Moment 02,,,1,CS/Flohmarkt Genf,Kabarett,kommerziell
spa:Audio,STS-Audio00001108,LP 006,,"Le jeu du feuillu, Suite de chansons de mai. (Centenaire Jaques-Dalcroze 1865 -1965). Version pour petit orchestre de B. Reichel","Mu, CF, CH","Jaques-Dalcroze, Emile",ML: Jean Delor,"Choeur de ""Ceux de Genève""; Choeur d'enfants de Genève; Adrienne Delor, Soprano; le petit Patrick Crispini",,1965,Philips P 625 102 L,,,1,CS/Flohmarkt Genf,,kommerziell
spa:Audio,STS-Audio00001109,LP 007,,Oklahoma! Original Broadway Cast Album; 25th Anniversary Recording. [E],"Mu, Q","Rodgers, Richard; Hammerstein II, Oscar",ML: Jay Blackton,"Alfred Drake, Joan Roberts, Howard da Silva, Celeste Hom, Lee Dixon. Oklahoma Orchestra and Chorus",New York: Theatre Guild,1980,MCA 37096,,ok: cs:08/90,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001110,LP 008,,"D'Schoul brennt. D'Gréitest Hits vun der ""Spillfabrik"". (Lieder aus Theaterstücken des Deutsch-Luxemburgisches Kindertheaters)","Ju, CD",00/Div (Spillfabrik Luxembourg),0,0,"Spillfabrik, Luxembourg",0,FGIL 1,,Begleitheft,1,CS/Flohmarkt Genf,,kommerziell
spa:Audio,STS-Audio00001111,LP 009,,30 Jahre Alfred Rasser - Eine helvetische Zeitkritik in liebenswürdig-boshafter Form,"K, CH","Rasser, Alfred",Am Klavier: Werner Bolliger,Alfred Rasser,(Basel: Cabaret Kaktus; u.a.),0,Ex Libris GC 388,,ok: cs:08/90,1,Antiquariat Peter Cimei,Kabarett,kommerziell
spa:Audio,STS-Audio00001112,LP 010,,"Wolf Biermann (Ost) zu Gast bei Wolfgang Neuss (West): Begrüssungs-Conférence (N); Keine Party ohne Biermann (B); Kunststück (B); Sie  hallo Sie (N); Was verboten ist, das macht uns grade scharf (B); Onkel Paul schreibt vom schwarzen Meer (N); Das Familienbad (B); Innere Führung  Kettenreaktion (N); Soldatenmelodie (B); Frische Luft-Nummer (N)","K, CD","Biermann, Wolf; Neuss, Wolfgang",,"Wolf Biermann, Wolfgang Neuss",,0,Philips 843 742,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001113,LP 011,,Ernst Ginsberg in Memoriam: F. M. Dostojewski: Der Grossinquisitor. Dt. Übersetzung: Hans Baumann,"Po, R","Dostojewski, F. M.",R: Kraft Alexander,"Ernst Ginsberg, Wolfgang Wahl",NDR Hamburg 1961,1961,DGG Lit. Archiv 43 068,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001114,LP 012,,Berühmte Monologe: William Shakespeare: Hamlet (Will Quadflieg); Johann Wolfgang von Goethe: Iphigenie auf Tauris (Maria Becker); Franz Grillparzer: Des Meeres und der Liebe Wellen; Monologe der Hero (Käthe Gold),"S, R",00/Div: Shakespeare; Goethe; Grillparzer,R: Ernst Ginsberg,Will Quadflieg; Maria Becker; Käthe Gold,,0,DGG Lit. Archiv 43 002,,,1,Antiquariat Peter Cimei,Monolog; Ein-Personenstück,kommerziell
spa:Audio,STS-Audio00001115,LP 013,,Das Märchen. Eine kitschige Begebenheit von CG.,S,"Goetz, Curt und Valérie von Martens",R: Curt Coetz,Curt Goetz (Der Lord); Alfred Huttig (Advokat Hastings); Valérie von Martens (Nadja); Theodor Grieg (Herr Charly); Hans Radvanyi (Erzähler),ORF 1947 (Studio Wien),1947,DGG Lit. Archiv 44 024,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001116,LP 014,,Will Quadflieg und Oskar Werner sprechen Rainer Maria Rilke; Die Weise von Liebe und Tod des Cornets Christoph Rilke; Frühe Gedichte; Christus Visionen,"Po, R","Rilke, Rainer Maria",,Will Quadflieg; Oskar Werner,,0,DGG Lit. Archiv 43 080,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001117,LP 015,,Der Biberpelz (gekürzte Fassung),"S, Q","Hauptmann, Gerhart",R: Rudolf-Günter Wagner,"Lucie Mannheim, Theo Lingen, Eduard Wandrey, Michael Chevalier, Reinhold Bernt, Rolf Bogus, Erich Thormann, M. Ried, Ruth Breitag, Edith Hancke, Erich Dunskus, Otto Czarski, Herbert Weissbach",,0,DGG Lit. Archiv 44 015,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001118,LP 016,,Kurt Tucholsky: Das Lottchen (Grethe Weiser); Herr Wendriner (Ernst Ginsberg) ,"Po, R","Tucholsky, Kurt","Prod: Pali Meller Marcovicz; Tonmeister: Gerd Henjes, Heinz Wildhagen; Tontechnikler; Helmut Najder",Grethe Weiser; Ernst Ginsberg,Hamburg 1961 (Das Lottchen); München 1963 (Herr Wendriner),P 1965,DGG Wort Resonance 2571 123,0:48:10,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001119,LP 017,,"Gisela May singt Erich Kästner. 1. Kopernikanische Charaktere gesucht; 2. Modernes Märchen; 3. Ansprache einer Bardame; 4. Höhere Töchter im Gespräch; 5. Chor der Girls; 6. Sachliche Romanze; 7. Eine Mutter zieht Bilanz, 8. Das Lied, genannt ""Zur selben Stunde""/ 9. Das Leben ohne Zeitverlust; 10. Klassenzusammenkunft; 11. Die Dame schreibt der Dame; 12. Das Lied vom kleinen Mann; 13. Kennst Du das Land, wo die Kanonen blühn; 14. Fantasie von Übermorgen (1928: 2, 3, 10, 13; 1929: 5, 6, 7, 14; 1930: 4; 1931: 11, 12; 1940: 1; 1946: 9; 1952: 8) (Musik: Günter Kochan: 1; Peter Fischer: 2; Friedrich Meyer: 3, 5, 10; Henry Krtschil: 4, 6, 7; Rolf Kuhl: 8; Bert Grund: 9; André Asriel: 11; Günter Hauk: 12, 13; Paul Dessau: 14)","K, CD","Kästner, Erich","ML: Henry Krtschil; Musikregie: Jürgen Lahrtz; Tonregie: Gerhard Kossatz; Arr.: Henry Krtschil, Gerhard Kneifel, Siegfried Beier",Gisela May,VEB Dt. Schallplatten Berlin (DDR),0,DGG Literatur 144 032,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001120,LP 018,,Die Schule der Gatten (Une femme qui dit la Vérité). Komödie in einem Akt. Aus dem Französischen von Hans Weigel,S,"Roussin, André",R: Heinrich Schnitzler; Aufnahmeleitung: Jürgen E. Schmidt,"Theo Lingen, Hans Holt",Wien: Theater in der Josefstadt,1961,Lebendiges Wort LW 10,,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001121,"LP 019
",,Werner Krauss spricht: Das Heiligenstädter Testament (1802) von Ludwig van Beethoven; Albin Skoda spricht: Rede am Grabe Beethovens (29. März 1827) und Rede am Grabe Beethovens bei der Enthüllung des Gedenksteins (Herbst 1827) von Franz Grillparzer,"Po, R","Beethoven, Ludwig van; Grillparzer, Franz",,"Werner Krauss, Albin Skoda",,0,Ariola Athena 53 101 G (25 cm),,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001122,LP 020,,Häuser. Ein Hörspiel,"S, H","Becker, Jürgen",R: Raoul Wolfgang Schnell,"Herbert Fleischmann, Kurt Lieck, Matthias Ponnier, Heinz Schacht, Wolfgang Peau, Elisabeth Opitz, Sigrun Höhler, Maria Krasna, Karin Buchali, Gisela Saur-Kontarsky, Wolfgang Forester",WR/SWF/SR,1973,DGG 2574 004 (Hörspiel heute; Luchterhand),,,1,Antiquariat Peter Cimei,Hörspiel,kommerziell
spa:Audio,STS-Audio00001123,LP 021,,Dantons Tod. Drama. Szenenfolge nach einer Aufführung des Deutschen Schauspielhauses Hamburg. Musik: Lully; Bearbeitung: Ihlenfeldt,"S, Q","Büchner, Georg",R: Oscar Fritz Schuh,"Rolf Boysen (Danton), Charles Brauer (Camille Desmoulins), Heiz G. Lück (Lacroix), Bernhard Minetti (Robespierre), Will Quadflieg (St.Just), Viola Wahlen, Ruth Niehaus, Louise Martini, karl Merkatz, Fritz Holzer, Hans Ulrich",Hamburg: Dt. Schaupielhaus,0,DGG 140 024 (Die grosse Szene),,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001124,LP 022,,Geliebter Lügner (Dear Liar). Nach Briefen von George Bernard Shaw und Stella Patrick Campbell bearbeitet von Jerome Kilty. Dt. Übersetzung von Hermann Stresau,S,"Kilty, Jerome (George Bernard Shaw; Stella Patrick Campbell)",,"Elisabeth Bergner, O. E. Hasse",,0,DGG 43 047 (Literarisches Archiv),,,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001125,LP 023,,Das letzte Band. Dt. von Erika und Elmar Tophoven. Nach einer Aufführung des Schiller-Theaters Berlin in der Inszenierung von Samuel Beckett,S,"Beckett, Samuel",R: Samuel Beckett,Martin Held; Erich Schellow (Zwischentexte),Berlin: Schiller-Theater 0000,0,DGG 2570 001 (Literarisches Archiv),,(vgl. auch Kassette in Programm-Schachtel Theater Basel 1996/97),1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001126,LP 024,,Die Dreigroschenoper. In einer Inszenierung der Skarabäus Theater Company,"Op, Mu, Q","Brecht, Bert; Weill, Kurt",R: Hans-Peter Cloos; ML & Bearbeitung: Jürgen Tamchina; Tonmeister: Rainer Hecht,"Tommi Piper (Mackie), Caroline Chaniolleau (Jenny), Martin Sperr (Peachum), Pola Kinski (Celia Peachum), Katja Rupé (Polly), Esther Hausmann (Lucy); Hans-Peter Cloos (Tiger Brown)",Skarabäus Theater Company 1979,1979,Neue Welt NWKE 3002,,Begleitbroschüre,1,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001127,LP 025,,"Die Verfolgung und Ermordung Jean Paul Marats dargestellt durch die Schauspieltruppe des Hospizes zu Charenton unter Anleitung des Herrn de Sade. Für die Schallplatte bearbeitet von Hanns Anselm Perten, autorisiert von Peter Weiss. Nach einer Aufführung des Rostocker Ensembles. Musik: Hans-Martin Majewski.",S,"Weiss, Peter",R: Hanns Anselm Perten; M: Hans-Martin Majewski; ML: Günther Wolf,"Kurt Wetzel, Maryela Baumann, Ruth Seidel, Ralph Borgwardt, Gerd Micheel, Annelise Matschulat, Christine van Santen, Ulrich Voss, Dieter Unruh, Hans Rohde u.a.",Rostock: Theater Rostock,1965 ?,ExLibris XL 172 625,,,2,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001128,LP 026,,Die Macht der Gewohnheit. Komödie. Live-Mitschnitt einer Aufführung im Dt. Schauspielhaus Hamburg in der Originalbesetzung der Uraufführung der Salzburger Festspiele 1974,"S, L","Bernhard, Thomas",R: Dieter Dorn; BB: Wilfried Minks; Prod: Dorothee Koehler; Tonmeister: Gerhard Henjes,"Bernhard Minetti, Anita Lochner, Fritz Lichtenhahn, Hans Peter Hallwachs, Bruno Dallansky",Hamburg 1975: Dt. Schauspielhaus (Salzburg: Festspiele; Suhrkamp Theaterprod.),1975,DGG 2752 007 (Literatur),1:39:46,,2,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001129,LP 027,,Stella. Ein Schauspiel für Liebende. Nach einer Aufführung des Dt. Schauspielhauses Hamburg.,S,"Goethe, Johann Wolfgang von",R: Rudolf Steinboeck; Prod: Pali Meller Marcovicz; Gertrud Loos; Toningenieur: Gerhard Henjes,"Aglaja Schmid, Paula Wessely, Will Quadflieg, Renate Bernhard, Josef Dahmen, Andrea Grosske, Jutta Kästel, Günther Bothur, Wilhelm Walter, Jan Aust, Günter Amrhein",Hamburg 1965: Dt. Schauspielhaus,1965,Heliodor 2759 002 (Bibliothek),1:11:30,,2,Antiquariat Peter Cimei,,kommerziell
spa:Audio,STS-Audio00001130,LP 028,,"Albin Skoda spricht Szenen und Balladen: WS: Hamlet (III. Akt, 1. Szene; Hamlet: Sein oder Nichtsein); WS: Wie es Euch gefällt (II. Akt, 7. Szene; Jacques: Die ganze Welt ist Bühne); FS: Die Räuber (V. Akt, 1. Szene; Franz Moor: Siehe, mir däuchte, ich hätte ein königlich Mahl gehalten); FS: Demetrius (1. Aufzug; Demetrius vor dem Reichstag zu Krakau; mit Heinrich Ortmayr als Erzbischof von Krakau); JWvG: Der Gott und die Bajadere; FS: Kassandra; FS: Die Bürgschaft (Damon und Phintias); FS: Der Taucher","S, R",00/Div ( Albin Skoda) (William Shakespeare;  Friedrich Schiller;  Johann Wolfgang von Goethe),0,"Albin Skoda (29.9.190922.9.1961), Heinrich Ortmayr","Österreichischer Rundfunk, Studio Wien",0000 ,Preiser Records PR 3021,,,1,G Tom Ryser,,kommerziell
spa:Audio,STS-Audio00001131,LP 029,,Hommage à Molière 1673 -1973. (Extraits de: Les précieuses ridicules; L'école des femmes; Le Tartuffe; Dom Juan; Le Misanthrope; Le médecin malgré lui; Amphitryon; L'avare; Le bourgeois gentilhomme; Les fourberies de Scapin; Les femmes savantes; Le malade imaginaire.) [F],"S, Sm, Q","(Molière, Jean-Baptiste Poquelin dit; Lully, J.-B.; Charpentier, M.-A.))",ML: Roland Douatte,"Jean Parédès, Danièle Evenou, Denise Benoit; Louis Jouvet, Dominique Blanchar; Michel Bouquet, Sophie Desmarets, Micheline Presle; Daniel Sorano, Jean Vilar; Emmanuelle Riva, Maria Mauban; André Bellec, Rosy Varte, Georges Bellec; Robert Hirsch; Fernand Ledoux, Maurice Baquet; Jacques Fabbri, Arletty; André Roussin, Jean Mercure; Françoise Rosay, Catherine Sellers, Marguerite Pierry, Pierre Vaneck; Les frères Jacques, Michel Galabru, Jean Deschamps. ",0,0,L'encyclopédie sonore (Hachette); Coll. Théâtre des Hommes 320 E 972-973,,,2,CS/Flohmarkt Genf,,kommerziell
spa:Audio,STS-Audio00001132,LP 030,,"Fritz Wunderlich. Ein Sängerportrait [D]: WAM:""Die Zauberflöte"" (2); FvF: : ""Martha""; WK: ""Der Evangelimann""; AL: ""Undine""; ""Der Waffenschmied""; GV: ""Rigoletto"" (2); GP: ""La Bohème""; ""Turandot"" (2); ""Madame Butterfly""; PM: ""Cavalleria Rusticana"" (3)","Op, R",00/Div (Fritz Wunderlich) (Wolfgang Amadeus Mozart; Friedrich von Flotow; Wilhelm Kienzl; Albert Lortzing; Giuseppe Verdi; Giacomo Puccini; Pietro Mascagni),ML: Artur Rother; Richard Kraus,Fritz Wunderlich; Das Orchester der Hamburgischen Staatsoper; Das Orchester der Deutschen Oper Berlin; Die Berliner Symphoniker und Chor,,,Eurodisc 70 258 KR (3A/1082),,,1,,,kommerziell
spa:Audio,STS-Audio00001133,LP 031,,"Friedrich von Schiller: ""Sire, geben Sie Gedankenfreiheit!"": 1. Maria Stuart (III. Aufzug, 4. Auftritt); 2. Don Carlos (II. Aufzug, 5. und 10. Auftritt; 3. Die Räuber (I. Aufzug, 2. Auftritt; II. Aufzug, 3. Auftritt; V. Aufzug, 1. Auftritt); 4. Wallensteins Tod (I. Aufzug, 7. Auftritt)","S, R","Schiller, Friedrich",,1: Maria Becker; Joana Maria Gorvin; Karl Blühm; Hans Thimig. 2: Ernst Deutsch; Fred Liewehr. 3: Rolf Henniger; Ernst Ginsberg; Gerd Brüdern; Lutz Haberkorn; Curth A. Tichy. 4: Werner Krauss; Hermine Körner,,1969,Deutsche Grammophon 2571107,,,1,,,kommerziell
spa:Audio,STS-Audio00001134,LP 032,,Der zerbrochene Krug; Bearbeitung für die Schallplatte von Gerhard Wolfram,S,"Kleist, Heinrich von",R: Maxim Vallentin,Alfred Müller; Kurt Steingraf; Willi Narloch; Friedel Nowack; Ursula Karusseit; Erich Mirek; Manfred Borges; Lotte Loebinger; Dieter Wien,,1965,Litera 8 60 075,,,1,,,kommerziell
spa:Audio,STS-Audio00001135,LP 033,,Carmina Burana. Lieder aus der Benediktbeurer Handschrift. Weltliche Gesänge für Soli und Chor mit Begleitung von Instrumenten und mit Bildern,Op,"Orff, Carl","ML: Wolfgang Sawallisch, CL: Bernhard Zimmermann","Agnes Giebel, Marcel Cordes, Paul Kuen. Kölner Rundfunkchor, ein Kinderchor, Kölner Rundfunk-Orchester",,0,Columbia C 90 283 (33 WCX 509),,Textblatt + Begleitheft (11 S.),1,NL Ruth Deuber-Pflüger,,kommerziell
